"record_id","image_path","original_time","license","source","source_details","source_url","source_name","source_version","original_filename","license_basis","generated_data_indicator","completion_status","required_action","source_dataset_code","source_confidence"
"sha256:6c8ca95a2d60ff674d6fc8798bdadb57750afa20746a5a285ac50386135d4dca","data/images/train/DSCF5219_JPG.rf.2520760c074b6d7cd4b13aa61b59fe77_4_2.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","data/images/train/DSCF5219_JPG.rf.2520760c074b6d7cd4b13aa61b59fe77_4_2.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:d610b67f999ea6243fa0254df91e45ca4148e4d0399e70ab4ace6cac417cfacd","data/images/train/DSCF5219_JPG.rf.2520760c074b6d7cd4b13aa61b59fe77_4_3.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","data/images/train/DSCF5219_JPG.rf.2520760c074b6d7cd4b13aa61b59fe77_4_3.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:00547bf0c49d8866d55348a88b6a12075557728e0c98882d9979b02044e0dd1b","data/images/train/DSCF5219_JPG.rf.2520760c074b6d7cd4b13aa61b59fe77_4_4.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","data/images/train/DSCF5219_JPG.rf.2520760c074b6d7cd4b13aa61b59fe77_4_4.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:00c8aea0e3321e8d0e48b0869ddbb9d091f53a6cb7d6649daa3c0bf3140d4455","data/images/train/DSCF5219_JPG.rf.2520760c074b6d7cd4b13aa61b59fe77_5_1.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","data/images/train/DSCF5219_JPG.rf.2520760c074b6d7cd4b13aa61b59fe77_5_1.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:868e53fb9f421bfc02e5a78ebd79db93e3cf517776e03c1619fed6d2c8d8465e","data/images/train/DSCF5219_JPG.rf.2520760c074b6d7cd4b13aa61b59fe77_5_4.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","data/images/train/DSCF5219_JPG.rf.2520760c074b6d7cd4b13aa61b59fe77_5_4.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:eefaa7319982e47686de69fac571c6d2641c571b8bfd5a0728f6f4ca6ab25651","data/images/train/DSCF5219_JPG.rf.2520760c074b6d7cd4b13aa61b59fe77_6_1.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","data/images/train/DSCF5219_JPG.rf.2520760c074b6d7cd4b13aa61b59fe77_6_1.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:50660a7148cf1d1cb2ae51a9806e51fb0078f02b70d3c21add10820c36d657e6","data/images/train/DSCF5219_JPG.rf.2520760c074b6d7cd4b13aa61b59fe77_6_2.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","data/images/train/DSCF5219_JPG.rf.2520760c074b6d7cd4b13aa61b59fe77_6_2.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:f32ed59a5448c675e7dad756ae84e1ddf9f4003f3f2998aa4dbde0785626d116","data/images/train/DSCF5219_JPG.rf.2520760c074b6d7cd4b13aa61b59fe77_6_3.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","data/images/train/DSCF5219_JPG.rf.2520760c074b6d7cd4b13aa61b59fe77_6_3.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:7a264c71a3b708f57a287d4ddf84ddb0f4021841889c7ca14d76206deb24c69f","data/images/train/DSCF5219_JPG.rf.2520760c074b6d7cd4b13aa61b59fe77_6_4.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","data/images/train/DSCF5219_JPG.rf.2520760c074b6d7cd4b13aa61b59fe77_6_4.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:177a4abaee585cdbe8acc2759b243205b70373d2091e5fcd2d45b5944d6bb8a6","data/images/train/DSCF5220_JPG.rf.e002e9bccdeaecd6e73a86f7e1ac86e7_0_0.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","data/images/train/DSCF5220_JPG.rf.e002e9bccdeaecd6e73a86f7e1ac86e7_0_0.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:cad1664698e23dd1234199a45e4a7543532a71e1b4fdb6cabd8ed12f1c9e5c4d","data/images/train/DSCF5220_JPG.rf.e002e9bccdeaecd6e73a86f7e1ac86e7_1_2.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","data/images/train/DSCF5220_JPG.rf.e002e9bccdeaecd6e73a86f7e1ac86e7_1_2.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:d85b3fdc9790d8f5150a473b3d73a3a3e853ba7c732a3a07b25806de6f122a91","data/images/train/DSCF5220_JPG.rf.e002e9bccdeaecd6e73a86f7e1ac86e7_1_3.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","data/images/train/DSCF5220_JPG.rf.e002e9bccdeaecd6e73a86f7e1ac86e7_1_3.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:c686b7931a972a7742f1209c7a80d8e6b3d37cb9a1bb25450e7ddc33a360a53e","data/images/train/DSCF5220_JPG.rf.e002e9bccdeaecd6e73a86f7e1ac86e7_2_1.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","data/images/train/DSCF5220_JPG.rf.e002e9bccdeaecd6e73a86f7e1ac86e7_2_1.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:5d5c8c6b4ce8be2c87491ebef2221a59b15c938caec133ca11b344e55d5a6246","data/images/train/DSCF5220_JPG.rf.e002e9bccdeaecd6e73a86f7e1ac86e7_5_2.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","data/images/train/DSCF5220_JPG.rf.e002e9bccdeaecd6e73a86f7e1ac86e7_5_2.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:3dc11458b5e9591e1c55159d451660cda9f6e9ffbe8b3d6283b1cbf6c1755edc","data/images/train/DSCF5220_JPG.rf.e002e9bccdeaecd6e73a86f7e1ac86e7_6_3.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","data/images/train/DSCF5220_JPG.rf.e002e9bccdeaecd6e73a86f7e1ac86e7_6_3.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:cb275504e488091fa2b95fcf180cab66cb3628d3a915241e1d9271e5401a7699","data/images/train/DSCF5221_JPG.rf.d27da7240c44a33808cbff08b2fe1e4a_1_0.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","data/images/train/DSCF5221_JPG.rf.d27da7240c44a33808cbff08b2fe1e4a_1_0.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:de0ee44dee505b1fb94f42c7658f0f7f5a0a729e5e5d027209ad1b6a608a38ad","data/images/train/DSCF5221_JPG.rf.d27da7240c44a33808cbff08b2fe1e4a_1_1.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","data/images/train/DSCF5221_JPG.rf.d27da7240c44a33808cbff08b2fe1e4a_1_1.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:da3e114f5633e6e03f52ca5965995857f628c508eb42ddcd0f2fc3fb85dd5558","data/images/train/DSCF5221_JPG.rf.d27da7240c44a33808cbff08b2fe1e4a_1_2.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","data/images/train/DSCF5221_JPG.rf.d27da7240c44a33808cbff08b2fe1e4a_1_2.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:045258faeeb87b83b865cf0b175d5acdb6281f3dc0265aa69d5dfb25b559c38c","data/images/train/DSCF5221_JPG.rf.d27da7240c44a33808cbff08b2fe1e4a_1_3.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","data/images/train/DSCF5221_JPG.rf.d27da7240c44a33808cbff08b2fe1e4a_1_3.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:471f611e4c00c07dec59cb2fb36e739dbcf12aeae1ad16ca5e1998b402f38383","data/images/train/DSCF5221_JPG.rf.d27da7240c44a33808cbff08b2fe1e4a_1_4.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","data/images/train/DSCF5221_JPG.rf.d27da7240c44a33808cbff08b2fe1e4a_1_4.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:249e850e86a6b29ef0042104861842cc1d70d2d0afbec56c15ee1f1eb4346990","data/images/train/DSCF5221_JPG.rf.d27da7240c44a33808cbff08b2fe1e4a_2_1.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","data/images/train/DSCF5221_JPG.rf.d27da7240c44a33808cbff08b2fe1e4a_2_1.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:5374dcabad673f5ec0034d29460337cb1e7c0da414aa0f57033d9e7002f5bc86","data/images/train/DSCF5221_JPG.rf.d27da7240c44a33808cbff08b2fe1e4a_2_4.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","data/images/train/DSCF5221_JPG.rf.d27da7240c44a33808cbff08b2fe1e4a_2_4.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:0c4a5e9a3714b43850754ceafc9c0e44486a210eeeaf2148c6b3122624657d01","data/images/train/DSCF5221_JPG.rf.d27da7240c44a33808cbff08b2fe1e4a_2_5.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","data/images/train/DSCF5221_JPG.rf.d27da7240c44a33808cbff08b2fe1e4a_2_5.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:85505bbc873934ba09666cd0ab053945c00e08c6c6fa7eb405cff6bdc644a7b2","data/images/train/DSCF5221_JPG.rf.d27da7240c44a33808cbff08b2fe1e4a_3_0.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","data/images/train/DSCF5221_JPG.rf.d27da7240c44a33808cbff08b2fe1e4a_3_0.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:6c7ac423deee9c130a85062e17dc60c9f19c763ec078d2f8af8bb512df0f50d7","data/images/train/DSCF5221_JPG.rf.d27da7240c44a33808cbff08b2fe1e4a_3_2.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","data/images/train/DSCF5221_JPG.rf.d27da7240c44a33808cbff08b2fe1e4a_3_2.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:f46dbdec90360116257604b791700d3b9429ecdb8cde9b3a4afa0db8e6473632","data/images/train/DSCF5221_JPG.rf.d27da7240c44a33808cbff08b2fe1e4a_3_3.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","data/images/train/DSCF5221_JPG.rf.d27da7240c44a33808cbff08b2fe1e4a_3_3.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:4e0e0822be1e664433fb0f67c5d6dbf5066e69910ca85e9451c7cc5ad4483df2","data/images/train/DSCF5221_JPG.rf.d27da7240c44a33808cbff08b2fe1e4a_3_4.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","data/images/train/DSCF5221_JPG.rf.d27da7240c44a33808cbff08b2fe1e4a_3_4.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:56351c14277024e3762980b3096fdc8a1157ed0459791bc014f8fef1bb070a8f","data/images/train/DSCF5221_JPG.rf.d27da7240c44a33808cbff08b2fe1e4a_3_5.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","data/images/train/DSCF5221_JPG.rf.d27da7240c44a33808cbff08b2fe1e4a_3_5.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:86ec46a5d5c34a4488d9acf72d7dfb5462de7c0d775731d93a6d5f1ca18261b9","data/images/train/DSCF5221_JPG.rf.d27da7240c44a33808cbff08b2fe1e4a_4_0.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","data/images/train/DSCF5221_JPG.rf.d27da7240c44a33808cbff08b2fe1e4a_4_0.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:940d70d16cb7a69814091b6db12c88eac55288a1e12d1d949169fa582e97841b","data/images/train/DSCF5221_JPG.rf.d27da7240c44a33808cbff08b2fe1e4a_4_1.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","data/images/train/DSCF5221_JPG.rf.d27da7240c44a33808cbff08b2fe1e4a_4_1.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:346876c4152188e91784169a210da1002cd6d242052f651a2c7549e9bd6b27b1","data/images/train/DSCF5221_JPG.rf.d27da7240c44a33808cbff08b2fe1e4a_4_2.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","data/images/train/DSCF5221_JPG.rf.d27da7240c44a33808cbff08b2fe1e4a_4_2.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:6c7d2f9fd23a99a70abf159c50219966bd28ee8366218382fb7c8e9237edd64b","data/images/train/DSCF5221_JPG.rf.d27da7240c44a33808cbff08b2fe1e4a_4_3.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","data/images/train/DSCF5221_JPG.rf.d27da7240c44a33808cbff08b2fe1e4a_4_3.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:d8b741899811b21d85b506ef86afd3c14604728ac7f2606bfa7748198d84889f","data/images/train/DSCF5221_JPG.rf.d27da7240c44a33808cbff08b2fe1e4a_4_5.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","data/images/train/DSCF5221_JPG.rf.d27da7240c44a33808cbff08b2fe1e4a_4_5.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
"sha256:600e104494af33b8ec662381472bc0aec6e4dc33ca4647a211f5b5ec948b502a","data/images/train/DSCF5221_JPG.rf.d27da7240c44a33808cbff08b2fe1e4a_5_1.jpg","2024-02-28","CC BY-NC-SA 4.0","公开数据集","Kaggle zhengkunli3969/blueberry-detection-dataset; https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","https://www.kaggle.com/datasets/zhengkunli3969/blueberry-detection-dataset","zhengkunli3969/blueberry-detection-dataset","v1.0","data/images/train/DSCF5221_JPG.rf.d27da7240c44a33808cbff08b2fe1e4a_5_1.jpg","Dataset licensed under CC BY-NC-SA 4.0","0","SOURCE_DETAILS_ENHANCED","来源详情已增强，包含URL、版本、文件名和授权依据","B_KAGGLE_BLUEBERRY_DETECTION","high"
